!CSV A.01.01
!Keysight Technologies,P9374A,MY57211795,A.19.30.04
!Date: Tuesday, October 14, 2025 14:14:13
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG)
840258000,-36.88562,-118.42585,-12.417697,39.946125,-12.417051,39.922855,-41.552048,-153.80946
870256500,-36.548103,-124.21686,-12.136918,38.189068,-12.136518,38.149448,-39.998749,-151.35666
900255000,-36.348194,-130.20116,-11.865091,36.389477,-11.865099,36.370483,-39.068745,-148.44554
930253500,-36.220005,-136.0148,-11.605287,34.629688,-11.605786,34.605331,-38.55735,-146.22652
960252000,-36.059612,-141.97116,-11.354994,32.847279,-11.354748,32.834606,-38.411373,-145.21289
990250500,-35.83157,-149.02295,-11.112293,31.090622,-11.108485,31.064127,-38.636929,-145.79382
1020249000,-35.582863,-156.13393,-10.875598,29.331127,-10.874251,29.294682,-38.93549,-149.95093
1050247500,-35.18539,-163.25568,-10.646589,27.57868,-10.645613,27.565521,-39.224541,-156.92166
1080246000,-34.611889,-169.98656,-10.427779,25.856054,-10.426044,25.820894,-39.068405,-166.84303
1110244500,-34.000317,-176.1687,-10.213899,24.116053,-10.213148,24.083372,-38.262383,-176.90265
1140243000,-33.293922,179.15106,-10.0093,22.406635,-10.006495,22.374723,-36.923813,175.40225
1170241500,-32.634174,175.47646,-9.8114281,20.67996,-9.8114204,20.643541,-35.464439,171.62038
1200240000,-31.993465,172.51744,-9.6203279,18.959095,-9.6199055,18.928087,-34.123268,170.2847
1230238500,-31.470592,170.73154,-9.4364243,17.22942,-9.4363117,17.205692,-32.956627,171.28722
1260237000,-31.008963,169.22945,-9.2591867,15.518286,-9.258647,15.456308,-32.044434,173.4379
1290235500,-30.651045,168.06734,-9.0890551,13.784771,-9.0897446,13.726743,-31.258251,175.94893
1320234000,-30.358606,166.68655,-8.922533,12.064062,-8.9223709,11.995025,-30.760065,179.0264
1350232500,-30.100042,165.1245,-8.7610922,10.329714,-8.7617493,10.264087,-30.409515,-178.01437
1380231000,-29.864061,163.23293,-8.6048985,8.5967312,-8.6037788,8.5338478,-30.250755,-175.29779
1410229500,-29.580952,160.91982,-8.4530373,6.8868465,-8.4517221,6.8073583,-30.224701,-173.56964
1440228000,-29.281982,158.7339,-8.3031206,5.1687107,-8.3042965,5.0899906,-30.355562,-172.27013
1470226500,-28.938065,156.41191,-8.1593189,3.4594162,-8.1568947,3.3966351,-30.564184,-172.16931
1500225000,-28.606415,154.48268,-8.0159512,1.773355,-8.0149708,1.6988428,-30.807585,-173.35878
1530223500,-28.26902,152.60635,-7.876936,0.090160668,-7.8772192,0.018979579,-30.979464,-175.28603
1560222000,-27.950819,151.27754,-7.7444663,-1.5961211,-7.7423902,-1.6569182,-31.100836,-177.86397
1590220500,-27.671116,150.51184,-7.613234,-3.2526681,-7.6111059,-3.3421762,-31.05217,179.14546
1620219000,-27.418388,149.90332,-7.4839463,-4.917398,-7.4829006,-5.0001431,-30.889591,176.46962
1650217500,-27.238094,149.58601,-7.3598118,-6.5921755,-7.3609838,-6.6681895,-30.643852,174.70378
1680216000,-27.119188,149.48451,-7.239058,-8.2625303,-7.2390327,-8.3318157,-30.359852,173.23653
1710214500,-27.051456,149.33786,-7.1253195,-9.9328728,-7.1234894,-10.013566,-30.072857,172.52335
1740213000,-27.029272,148.99747,-7.0124922,-11.615784,-7.0116429,-11.685802,-29.875069,172.09407
1770211500,-27.026749,148.31805,-6.9026632,-13.293999,-6.9010329,-13.372706,-29.770039,171.7531
1800210000,-27.076866,147.36633,-6.7948093,-14.973834,-6.7951183,-15.052388,-29.771593,171.09612
1830208500,-27.164072,145.74969,-6.6923175,-16.658928,-6.6909299,-16.742374,-29.840483,170.08446
1860207000,-27.199413,143.76559,-6.5895042,-18.333347,-6.5894666,-18.412846,-30.013422,168.23822
1890205500,-27.250546,141.48172,-6.4929428,-19.996967,-6.4928975,-20.087013,-30.256294,166.01884
1920204000,-27.277281,138.93253,-6.3950834,-21.667154,-6.394918,-21.742685,-30.494421,162.38606
1950202500,-27.269909,136.43445,-6.3006968,-23.305969,-6.3004885,-23.383739,-30.680897,158.10478
1980201000,-27.272583,133.88734,-6.2088652,-24.956766,-6.2087088,-25.032505,-30.757933,153.16219
2010199500,-27.252975,131.77156,-6.118186,-26.577579,-6.117466,-26.663128,-30.680424,148.27774
2040198000,-27.272541,129.82283,-6.0315733,-28.201277,-6.0298462,-28.291115,-30.514624,143.42101
2070196500,-27.317293,127.95477,-5.9458756,-29.839653,-5.9427419,-29.916428,-30.18725,139.17931
2100195000,-27.39395,126.25531,-5.860548,-31.445557,-5.8597617,-31.536322,-29.836098,135.56595
2130193500,-27.522385,124.51862,-5.7792325,-33.065529,-5.7780094,-33.155781,-29.439846,132.33923
2160192000,-27.684893,122.57135,-5.6971812,-34.694839,-5.6977701,-34.779896,-29.051176,129.98187
2190190500,-27.877151,120.09979,-5.6222496,-36.315758,-5.6190128,-36.407185,-28.698322,127.68647
2220189000,-28.05958,117.29003,-5.5449343,-37.950947,-5.5424132,-38.032543,-28.398787,125.48421
2250187500,-28.235632,113.90247,-5.4715948,-39.577694,-5.471312,-39.670135,-28.106741,123.02364
2280186000,-28.370489,110.11005,-5.4007039,-41.200832,-5.3999743,-41.291752,-27.853359,120.61639
2310184500,-28.447802,105.92337,-5.3310208,-42.841663,-5.3303132,-42.919609,-27.630194,117.96506
2340183000,-28.406708,101.69836,-5.2633538,-44.453064,-5.2625899,-44.544998,-27.43157,115.0451
2370181500,-28.29314,97.769836,-5.1976428,-46.07383,-5.1952968,-46.162788,-27.23547,111.98849
2400180000,-28.10051,93.941757,-5.1315827,-47.685699,-5.1314735,-47.777092,-27.043367,108.88142
2430178500,-27.911306,90.704887,-5.069211,-49.284836,-5.067193,-49.381256,-26.815868,105.90395
2460177000,-27.690813,88.057175,-5.0055881,-50.886044,-5.0039759,-50.972,-26.606009,103.18333
2490175500,-27.497782,85.660652,-4.9428387,-52.473915,-4.9419827,-52.559151,-26.344648,100.67978
2520174000,-27.367802,83.830025,-4.8818092,-54.049923,-4.8796015,-54.148586,-26.081017,98.473297
2550172500,-27.256845,82.009956,-4.8214984,-55.627983,-4.8184175,-55.724766,-25.756123,96.610596
2580171000,-27.209173,80.237816,-4.7615843,-57.207523,-4.7580462,-57.281521,-25.460388,94.959557
2610169500,-27.183607,78.696655,-4.7008877,-58.756401,-4.70015,-58.84853,-25.169731,93.531456
2640168000,-27.217091,76.709717,-4.6443071,-60.319893,-4.6423745,-60.403797,-24.873228,92.275917
2670166500,-27.251268,74.683411,-4.5895748,-61.857323,-4.5875831,-61.954617,-24.620638,91.388657
2700165000,-27.265495,72.380348,-4.5352855,-63.406448,-4.5343165,-63.503071,-24.405027,90.515816
2730163500,-27.267523,69.83609,-4.4848676,-64.951698,-4.4837637,-65.049347,-24.279308,89.827606
2760162000,-27.227884,67.25592,-4.438046,-66.507614,-4.4358606,-66.601357,-24.203882,89.193459
2790160500,-27.096447,64.790802,-4.3920045,-68.068497,-4.3909636,-68.161713,-24.188799,88.573311
2820159000,-26.901459,62.791351,-4.3486242,-69.627831,-4.3470259,-69.71521,-24.273655,87.9702
2850157500,-26.683798,61.140427,-4.3043528,-71.191246,-4.3032026,-71.285217,-24.422771,87.074768
2880156000,-26.40976,60.126537,-4.2620931,-72.75367,-4.2603679,-72.850113,-24.610813,86.1082
2910154500,-26.163818,59.118355,-4.2203283,-74.324791,-4.2186618,-74.421654,-24.820469,84.671936
2940153000,-25.909735,58.504452,-4.1776938,-75.904648,-4.1759515,-76.008034,-25.042017,82.975334
2970151500,-25.681118,57.966991,-4.1343541,-77.477905,-4.1329436,-77.57827,-25.215784,80.859116
3000150000,-25.514357,58.042286,-4.0906978,-79.037117,-4.0881238,-79.133415,-25.368504,78.783768
3030148500,-25.392487,57.891518,-4.0468307,-80.582207,-4.0451126,-80.686569,-25.455523,76.618393
3060147000,-25.370827,57.892956,-4.0022984,-82.12381,-3.999568,-82.224503,-25.471733,74.62394
3090145500,-25.42342,58.012001,-3.9600694,-83.639717,-3.9589682,-83.741768,-25.453701,72.92099
3120144000,-25.494507,57.77,-3.9189267,-85.144142,-3.9164639,-85.244141,-25.438663,71.812317
3150142500,-25.663599,57.389313,-3.8780646,-86.641014,-3.8763149,-86.750801,-25.41843,70.864082
3180141000,-25.778187,56.89843,-3.8415155,-88.137314,-3.8415008,-88.236923,-25.480785,70.194664
3210139500,-25.926714,55.990475,-3.8073473,-89.622086,-3.8063672,-89.73735,-25.638306,69.635292
3240138000,-26.069071,55.157352,-3.7766521,-91.115135,-3.7752714,-91.226929,-25.897497,69.120583
3270136500,-26.176628,54.138668,-3.7473755,-92.614586,-3.7460213,-92.718422,-26.268826,68.345039
3300135000,-26.201727,53.22905,-3.7183025,-94.121841,-3.7175803,-94.228851,-26.789022,67.203705
3330133500,-26.23612,52.488033,-3.6916752,-95.638657,-3.690546,-95.743835,-27.331928,65.549255
3360132000,-26.255127,51.728035,-3.6647968,-97.158943,-3.6640675,-97.269493,-27.88936,63.029888
3390130500,-26.272213,51.323299,-3.6379876,-98.694618,-3.6362247,-98.803406,-28.368797,59.819786
3420129000,-26.350449,51.249264,-3.6097817,-100.22609,-3.6064861,-100.33452,-28.679913,56.150696
3450127500,-26.431028,51.311657,-3.5790186,-101.76071,-3.5767977,-101.87509,-28.743355,52.284538
3480126000,-26.574202,51.438625,-3.5472343,-103.28081,-3.5452294,-103.39848,-28.617319,48.454468
3510124500,-26.796301,51.82019,-3.5159271,-104.79291,-3.5133808,-104.91195,-28.354883,45.459797
3540123000,-27.071316,52.294403,-3.4837265,-106.3084,-3.4810245,-106.41041,-28.019363,43.380924
3570121500,-27.393173,53.04018,-3.4511817,-107.78761,-3.4487381,-107.89795,-27.695742,42.456043
3600120000,-27.797684,53.865219,-3.4211986,-109.24819,-3.4184916,-109.37395,-27.499352,42.086208
3630118500,-28.151855,54.383465,-3.3920655,-110.71811,-3.390471,-110.82758,-27.432419,42.354332
3660117000,-28.592001,55.362968,-3.3654463,-112.17339,-3.3646986,-112.28906,-27.534245,42.809135
3690115500,-29.03075,55.680531,-3.3438821,-113.63348,-3.3407452,-113.7602,-27.790432,42.900917
3720114000,-29.56299,56.044071,-3.3232274,-115.08501,-3.3203373,-115.2123,-28.177629,42.457546
3750112500,-30.118135,55.600437,-3.305299,-116.5641,-3.3021095,-116.68183,-28.636608,41.245449
3780111000,-30.751764,55.165535,-3.2863898,-118.04817,-3.2840283,-118.16138,-29.059956,38.561119
3810109500,-31.477514,54.653069,-3.2680445,-119.52453,-3.2664981,-119.64048,-29.396166,34.844803
3840108000,-32.390755,54.423122,-3.2507131,-121.01106,-3.248261,-121.11976,-29.499592,30.165094
3870106500,-33.530739,53.402519,-3.2315733,-122.50509,-3.2292109,-122.60874,-29.359123,25.330011
3900105000,-34.651169,53.854603,-3.2078645,-123.97106,-3.207423,-124.08987,-28.919138,21.95056
3930103500,-35.970837,55.723728,-3.1853786,-125.4425,-3.1831002,-125.5574,-28.350763,19.832655
3960102000,-37.391201,59.162273,-3.160558,-126.894,-3.1585548,-127.01015,-27.753317,19.155951
3990100500,-38.860638,64.475807,-3.135958,-128.33911,-3.1345382,-128.46385,-27.243988,19.400797
4020099000,-40.234085,71.680946,-3.1124911,-129.77612,-3.1113586,-129.89218,-26.808077,20.283291
4050097500,-41.508015,79.937157,-3.0923617,-131.19518,-3.0892246,-131.31609,-26.560953,21.672085
4080096000,-42.566868,89.704605,-3.0723085,-132.61855,-3.0698223,-132.7341,-26.531757,22.884922
4110094500,-43.85564,99.565498,-3.055371,-134.05406,-3.0527189,-134.17044,-26.663691,23.605619
4140093000,-44.937691,114.7494,-3.0420287,-135.47342,-3.0400178,-135.60556,-27.062151,24.047337
4170091500,-45.227718,131.72133,-3.0296195,-136.90479,-3.0280533,-137.02721,-27.600327,24.070902
4200090000,-44.931705,152.41711,-3.0206683,-138.35228,-3.0175967,-138.47731,-28.282709,22.57773
4230088500,-43.920795,169.39752,-3.0125775,-139.8,-3.0100069,-139.9305,-28.958736,19.773315
4260087000,-42.243229,-176.3423,-3.002816,-141.2543,-3.0011652,-141.38713,-29.453173,15.94485
4290085500,-40.418839,-164.68506,-2.9907382,-142.73232,-2.9890108,-142.8483,-29.713228,11.228671
4320084000,-38.887691,-158.34259,-2.9785907,-144.19144,-2.9762025,-144.31662,-29.613409,6.4509654
4350082500,-37.483116,-154.37688,-2.9627607,-145.63434,-2.9604666,-145.75807,-29.327682,2.431812
4380081000,-36.432716,-152.38849,-2.946449,-147.07729,-2.9443734,-147.20912,-28.947247,0.0053962525
4410079500,-35.638004,-151.5473,-2.9261763,-148.51466,-2.92435,-148.64677,-28.643162,-1.515359
4440078000,-35.084473,-152.3589,-2.9107258,-149.93681,-2.9072137,-150.06477,-28.536146,-2.103502
4470076500,-34.898434,-153.84351,-2.8939056,-151.34093,-2.8918371,-151.46719,-28.656427,-1.9168789
4500075000,-34.934204,-156.1506,-2.8800142,-152.74681,-2.8771865,-152.86757,-29.046009,-1.6396774
4530073500,-34.701244,-157.43707,-2.8715563,-154.14685,-2.8691635,-154.27095,-29.830719,-1.4674723
4560072000,-34.700912,-157.664,-2.8672354,-155.56873,-2.8653247,-155.69524,-30.97876,-2.3811736
4590070500,-35.061058,-160.46056,-2.8608532,-156.98218,-2.8599918,-157.11185,-32.216366,-4.1045504
4620069000,-35.125717,-159.45782,-2.8619123,-158.42906,-2.8597348,-158.56512,-33.773373,-9.0300846
4650067500,-35.481873,-161.02657,-2.8586192,-159.87988,-2.855783,-160.01501,-35.243797,-17.59207
4680066000,-35.356247,-160.37683,-2.8577199,-161.35614,-2.8560836,-161.4763,-36.450138,-30.985088
4710064500,-35.593002,-163.14438,-2.8512282,-162.83836,-2.8492064,-162.97112,-36.491611,-42.964672
4740063000,-35.471939,-165.21309,-2.8441973,-164.32388,-2.8416536,-164.45404,-36.088615,-53.940678
4770061500,-35.584812,-166.83084,-2.8328862,-165.82208,-2.8318033,-165.95784,-35.563908,-59.978466
4800060000,-35.840202,-170.37956,-2.820317,-167.29671,-2.8179529,-167.43115,-35.223595,-62.748661
4830058500,-36.247795,-174.03575,-2.8044312,-168.78508,-2.8025234,-168.91896,-35.135265,-63.064243
4860057000,-36.996071,178.51904,-2.7863383,-170.2373,-2.7856514,-170.37404,-35.584827,-61.593143
4890055500,-37.999886,170.91795,-2.7705395,-171.68561,-2.7681684,-171.81747,-36.241032,-61.021305
4920054000,-39.508232,162.05315,-2.75526,-173.13876,-2.7532237,-173.26392,-37.379009,-63.47562
4950052500,-41.628731,147.82262,-2.7423937,-174.59471,-2.7398844,-174.7375,-38.67894,-72.316673
4980051000,-43.775509,120.59777,-2.7276902,-176.06198,-2.7259815,-176.19322,-39.516571,-88.106979
5010049500,-42.409798,89.168159,-2.7161195,-177.52353,-2.7150741,-177.65767,-39.421162,-107.24385
5040048000,-39.42474,83.214088,-2.7119963,-178.94135,-2.7091746,-179.06505,-38.569984,-126.83954
5070046500,-37.098137,82.231392,-2.7085316,179.6606,-2.7060735,179.52962,-37.200855,-139.75105
5100045000,-35.383488,81.865982,-2.7061262,178.23044,-2.7029183,178.10391,-35.971306,-145.55229
5130043500,-33.912136,83.250404,-2.7011447,176.78458,-2.6990464,176.6582,-35.158802,-146.50468
5160042000,-32.863716,83.399162,-2.6967785,175.31689,-2.6950011,175.1846,-35.002586,-145.45668
5190040500,-32.258953,83.436203,-2.690901,173.81776,-2.6904206,173.68515,-34.989578,-141.39078
5220039000,-31.750126,83.920906,-2.6832342,172.34105,-2.6804214,172.21005,-35.492413,-136.38231
5250037500,-31.270708,83.541824,-2.6718099,170.85258,-2.6711466,170.70952,-36.197567,-131.54562
5280036000,-30.825583,81.609207,-2.6559498,169.3506,-2.6544099,169.2245,-37.095844,-126.85499
5310034500,-30.438251,80.451118,-2.6424732,167.88556,-2.6404586,167.74722,-38.480026,-123.64539
5340033000,-30.027582,78.981094,-2.6291456,166.42087,-2.6279042,166.29472,-40.282928,-127.42997
5370031500,-29.622402,77.28846,-2.6193068,165.00266,-2.6188633,164.86259,-42.618137,-141.20384
5400030000,-29.193857,75.031914,-2.6100023,163.59372,-2.6077018,163.45404,-43.618912,-166.5979
5430028500,-28.709059,72.297325,-2.5993505,162.19489,-2.5990956,162.05318,-41.881824,173.28078
5460027000,-28.177568,69.537422,-2.5924435,160.79973,-2.5921059,160.66458,-39.773602,164.7347
5490025500,-27.57597,67.717194,-2.5878756,159.41035,-2.5853374,159.27417,-38.337646,165.74033
5520024000,-27.041733,67.381172,-2.5797513,158.02699,-2.5793681,157.88724,-37.633591,172.70102
5550022500,-26.452007,68.234482,-2.5743983,156.64758,-2.5732625,156.50609,-37.039085,-179.67545
5580021000,-25.93152,70.050179,-2.5702112,155.25841,-2.5674443,155.12202,-36.8447,-172.1982
5610019500,-25.406347,72.023872,-2.5639949,153.86899,-2.5639305,153.72464,-36.794811,-163.18677
5640018000,-24.851177,74.030098,-2.5583003,152.48781,-2.5567544,152.33678,-37.117477,-152.51401
5670016500,-24.432583,75.726234,-2.551903,151.08308,-2.5485804,150.94792,-37.642788,-142.30473
5700015000,-24.091574,76.792358,-2.5445988,149.69489,-2.5435195,149.54248,-38.353729,-133.72063
5730013500,-23.889597,77.48925,-2.5373659,148.30769,-2.5364258,148.15373,-39.431152,-125.97795
5760012000,-23.742718,77.850677,-2.5328288,146.94615,-2.530617,146.79184,-40.703247,-118.80203
5790010500,-23.848398,77.805687,-2.5345542,145.57372,-2.534821,145.41968,-42.560135,-119.85344
5820009000,-23.813513,77.291412,-2.5275126,144.24734,-2.5273809,144.09718,-43.573936,-124.7448
5850007500,-23.070202,77.886406,-2.5126247,143.11179,-2.5109816,142.95755,-43.101349,-113.29423
5880006000,-22.777735,78.638451,-2.5136743,141.89937,-2.5127549,141.74826,-43.287941,-121.69324
5910004500,-22.649269,77.848679,-2.5112169,140.59554,-2.5100398,140.4435,-41.173054,-139.19771
5940003000,-22.88261,78.642326,-2.5338423,139.22427,-2.5309081,139.06694,-39.216949,-159.45114
5970001500,-22.995686,79.181007,-2.5521793,137.86844,-2.5515728,137.72092,-37.300232,-168.06924
6000000000,-22.61322,79.615311,-2.5565407,136.61375,-2.555881,136.46399,-36.245106,-164.46944
END

