!CSV A.01.01
!Keysight Technologies,P9374A,MY57211795,A.19.30.04
!Date: Tuesday, October 14, 2025 14:05:36
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG)
630268500,-4.378612,155.83594,-8.5148697,-116.45725,-14.83962,-176.25969,-4.4296827,156.07837
660267000,-4.1242704,154.15227,-8.6875181,-121.99921,-16.53731,-176.10892,-4.1510954,154.46954
690265500,-3.7236636,152.45329,-8.9630775,-127.64252,-18.205948,-170.11833,-3.7187636,152.74654
720264000,-3.1582232,149.93474,-9.4485254,-132.82651,-18.929605,-156.41898,-3.1280754,150.02672
750262500,-2.5154154,145.67358,-10.13572,-135.9483,-17.530233,-143.30238,-2.4990168,145.45682
780261000,-2.010179,139.35728,-10.694601,-135.61224,-15.202146,-142.17937,-2.0530033,138.95425
810259500,-1.8409109,132.02831,-10.628421,-133.54774,-13.395376,-148.72078,-1.9545262,131.69919
840258000,-2.0049553,125.38953,-10.126693,-134.66092,-11.928718,-159.10521,-2.1949492,125.33723
870256500,-2.3613904,121.01836,-9.8740606,-136.00233,-11.255739,-175.56676,-2.590673,121.65026
900255000,-2.404454,118.8274,-9.0853052,-139.09659,-12.615377,171.06883,-2.5345249,119.67271
930253500,-1.9828902,115.134,-9.1673079,-143.05106,-13.318254,175.22966,-2.13695,115.326
960252000,-1.7674515,108.40063,-8.6060848,-142.88254,-12.152071,172.14807,-1.973539,108.67467
990250500,-1.7139275,101.84724,-7.7693081,-145.20537,-11.523234,163.97374,-1.9351315,101.94947
1020249000,-1.7333921,94.576111,-6.8095622,-149.25989,-10.935111,156.27463,-1.988602,94.613937
1050247500,-1.9270518,87.046677,-5.9499063,-155.06532,-10.462487,146.89273,-2.2051597,87.289619
1080246000,-2.2425931,79.731285,-5.1944461,-161.44016,-10.130247,137.07953,-2.5105164,80.17202
1110244500,-2.6509624,72.522598,-4.4912286,-168.20464,-9.8842115,126.91637,-2.8987985,73.129333
1140243000,-3.1626465,65.368538,-3.8317361,-175.38333,-9.7240849,116.38564,-3.3861217,66.099022
1170241500,-3.7811968,58.242664,-3.2168541,176.99577,-9.651207,105.41896,-3.993772,59.077778
1200240000,-4.5208693,51.254032,-2.6577363,168.94771,-9.6793203,94.049545,-4.7350817,52.098804
1230238500,-5.383214,44.458813,-2.1608949,160.55713,-9.8236065,82.361771,-5.6188445,45.229179
1260237000,-6.3677406,37.985516,-1.7344309,151.92473,-10.093802,70.360283,-6.6468468,38.569923
1290235500,-7.456089,32.003727,-1.376799,143.11923,-10.497282,58.259575,-7.8054819,32.214951
1320234000,-8.6278687,26.576855,-1.0840456,134.25797,-11.038316,46.12109,-9.0704947,26.242956
1350232500,-9.8513327,21.807362,-0.84952861,125.4006,-11.720129,34.047489,-10.418378,20.711439
1380231000,-11.098215,17.654556,-0.66194153,116.61489,-12.540089,22.100937,-11.810392,15.608673
1410229500,-12.35456,14.037591,-0.51217902,107.94299,-13.508989,10.362789,-13.235515,10.914291
1440228000,-13.616808,10.725517,-0.39274952,99.382111,-14.637706,-1.1173848,-14.672242,6.531548
1470226500,-14.898816,7.4457679,-0.29732141,90.935356,-15.948893,-12.266954,-16.13353,2.2800205
1500225000,-16.239786,3.8694017,-0.21981183,82.613792,-17.476137,-23.045996,-17.650993,-2.0331829
1530223500,-17.704514,-0.2073888,-0.15795629,74.395561,-19.283484,-33.252949,-19.302078,-6.7670565
1560222000,-19.378767,-5.0892701,-0.1080877,66.26474,-21.475658,-42.610737,-21.182848,-12.379022
1590220500,-21.375467,-11.299234,-0.071122877,58.221188,-24.230227,-50.461712,-23.433867,-19.530416
1620219000,-23.844645,-19.454163,-0.042206481,50.259594,-27.912664,-54.841953,-26.243729,-29.667446
1650217500,-26.992346,-31.426199,-0.022731872,42.368198,-33.221848,-47.959564,-29.81773,-46.904842
1680216000,-31.035873,-52.507957,-0.011930129,34.545982,-37.640259,0.90363467,-33.629395,-80.648872
1710214500,-34.61869,-95.124458,-0.0067018685,26.787506,-32.861675,39.054787,-33.827885,-130.20192
1740213000,-33.403217,-144.89694,-0.005440495,19.095678,-28.735277,42.668987,-31.010443,-161.96014
1770211500,-30.360132,-172.41388,-0.0070744404,11.445845,-26.080992,38.088417,-28.567337,-179.13934
1800210000,-28.089752,171.91742,-0.0097762179,3.8486767,-24.268335,30.961969,-26.882174,168.886
1830208500,-26.531958,160.27089,-0.015726727,-3.7159631,-22.949312,22.838741,-25.720415,158.99532
1860207000,-25.448399,150.22784,-0.018820474,-11.220307,-21.998899,14.314083,-24.935863,149.82907
1890205500,-24.69112,141.01212,-0.023143297,-18.688147,-21.323652,5.6335907,-24.394642,140.76175
1920204000,-24.194304,132.16994,-0.027134912,-26.128973,-20.844814,-2.997457,-24.026442,131.57062
1950202500,-23.876377,123.52438,-0.029740516,-33.534981,-20.55587,-11.477954,-23.756369,122.31431
1980201000,-23.73094,114.83809,-0.031607609,-40.912567,-20.414333,-19.773901,-23.579863,112.92681
2010199500,-23.720684,106.05344,-0.030061113,-48.265537,-20.421734,-27.654858,-23.489744,103.39021
2040198000,-23.851496,96.722488,-0.029140046,-55.619308,-20.568171,-35.126675,-23.488565,93.551651
2070196500,-24.077919,86.292252,-0.026669197,-62.985043,-20.843313,-41.97575,-23.561619,83.252052
2100195000,-24.357092,74.397202,-0.023947781,-70.348282,-21.247906,-47.920147,-23.717842,72.052956
2130193500,-24.572693,60.571041,-0.021527229,-77.736633,-21.760666,-52.762493,-23.908638,59.56768
2160192000,-24.572451,44.789352,-0.020839458,-85.147438,-22.360973,-56.088036,-24.050964,45.552811
2190190500,-24.212616,27.748043,-0.023677869,-92.589355,-22.996002,-57.242481,-24.033463,29.836021
2220189000,-23.448059,11.049126,-0.029350096,-100.06321,-23.489719,-55.807484,-23.691507,12.958364
2250187500,-22.362597,-4.2878003,-0.03967594,-107.55283,-23.644781,-52.012665,-22.976088,-3.7937911
2280186000,-21.148394,-17.606607,-0.055875279,-115.09037,-23.253536,-47.30901,-21.968021,-19.276941
2310184500,-19.917425,-29.156258,-0.078750715,-122.65421,-22.322296,-43.566761,-20.776594,-32.845043
2340183000,-18.756773,-39.161377,-0.10753255,-130.24457,-21.035381,-42.210304,-19.524242,-44.516479
2370181500,-17.683004,-48.083271,-0.14207152,-137.85846,-19.612926,-43.472839,-18.287174,-54.524673
2400180000,-16.687801,-56.093281,-0.18695912,-145.51987,-18.190718,-46.950592,-17.108709,-63.201996
2430178500,-15.769497,-63.365448,-0.24083316,-153.215,-16.84269,-52.151016,-16.003475,-70.834373
2460177000,-14.904822,-69.991188,-0.30398297,-160.94986,-15.603657,-58.584698,-14.956664,-77.619278
2490175500,-14.069392,-75.972549,-0.37901494,-168.72662,-14.476989,-65.932297,-13.962552,-83.701149
2520174000,-13.244114,-81.427116,-0.4693374,-176.54701,-13.465734,-73.983665,-13.00432,-89.314377
2550172500,-12.4203,-86.372787,-0.57742923,175.58821,-12.567664,-82.541313,-12.064812,-94.554985
2580171000,-11.581944,-90.94783,-0.7024014,167.68105,-11.770651,-91.444679,-11.132992,-99.628822
2610169500,-10.704948,-95.389099,-0.84717935,159.73212,-11.067107,-100.64664,-10.213283,-104.67468
2640168000,-9.8074961,-99.883156,-1.0191044,151.72432,-10.456072,-110.10945,-9.301074,-109.81705
2670166500,-8.9105673,-104.6073,-1.2181966,143.70215,-9.9419603,-119.73421,-8.4130774,-115.12989
2700165000,-8.0251884,-109.6208,-1.4493324,135.67146,-9.521327,-129.43945,-7.5494771,-120.61366
2730163500,-7.1656675,-115.00002,-1.7152574,127.65231,-9.1909971,-139.16519,-6.727489,-126.29766
2760162000,-6.3496857,-120.76336,-2.0170832,119.69931,-8.9448853,-148.84032,-5.958477,-132.10516
2790160500,-5.5916662,-126.86873,-2.3559315,111.85154,-8.781498,-158.41046,-5.2495861,-138.00369
2820159000,-4.8960824,-133.27403,-2.7299345,104.11207,-8.6946783,-167.81708,-4.6050596,-143.91913
2850157500,-4.2652116,-139.88823,-3.13378,96.582878,-8.67735,-176.9752,-4.0311151,-149.82309
2880156000,-3.7054529,-146.62151,-3.5661323,89.240524,-8.7224112,174.12961,-3.5253413,-155.68324
2910154500,-3.2100294,-153.35109,-4.0182199,82.144501,-8.820158,165.57568,-3.0888002,-161.46883
2940153000,-2.7780509,-160.03252,-4.4882784,75.307983,-8.9567356,157.36327,-2.7109225,-167.17264
2970151500,-2.4006474,-166.59325,-4.9633226,68.725342,-9.1302671,149.52126,-2.3917663,-172.81212
3000150000,-2.0725427,-173.01906,-5.4460778,62.370564,-9.3314638,142.04027,-2.1196697,-178.3616
3030148500,-1.7883441,-179.28981,-5.9245853,56.209206,-9.5527458,134.89047,-1.8876731,176.1577
3060147000,-1.5409508,174.59032,-6.4038424,50.227592,-9.7848482,128.08524,-1.6884711,170.72583
3090145500,-1.3287349,168.58942,-6.8807559,44.362602,-10.029016,121.58693,-1.5181038,165.36981
3120144000,-1.1497138,162.6898,-7.3577399,38.576668,-10.28496,115.37552,-1.3721976,160.06837
3150142500,-0.99334741,156.83733,-7.8345327,32.813908,-10.545797,109.43551,-1.2472721,154.82999
3180141000,-0.86388016,151.00444,-8.3154869,27.031488,-10.809749,103.74588,-1.1422955,149.61137
3210139500,-0.75738943,145.159,-8.8113689,21.146677,-11.077481,98.33889,-1.0582513,144.40924
3240138000,-0.6686691,139.28519,-9.3272705,15.130962,-11.350201,93.225677,-0.99538219,139.14745
3270136500,-0.59475154,133.33794,-9.8761206,8.8753729,-11.62453,88.410851,-0.95285434,133.74327
3300135000,-0.53552067,127.28058,-10.477407,2.2527297,-11.896626,83.971962,-0.93313491,128.10066
3330133500,-0.49010029,121.05228,-11.169328,-4.93399,-12.168256,79.997398,-0.93954301,122.06675
3360132000,-0.46261019,114.52872,-12.022793,-12.974295,-12.426981,76.587379,-0.97407854,115.44678
3390130500,-0.45723391,107.6123,-13.153955,-22.365047,-12.664048,73.997032,-1.0509812,107.98618
3420129000,-0.48754686,100.07383,-14.847887,-34.142105,-12.842205,72.539482,-1.2004187,99.302963
3450127500,-0.58268261,91.556747,-17.778345,-51.215019,-12.858931,72.67569,-1.4915184,88.784775
3480126000,-0.79845649,81.598854,-24.106016,-90.296669,-12.498099,74.386032,-2.107151,75.529198
3510124500,-1.264155,69.584084,-22.188477,149.86278,-11.462208,76.067909,-3.5082273,58.417099
3540123000,-2.2170436,54.815876,-13.826623,104.55644,-9.7902431,73.703232,-6.8730383,37.505894
3570121500,-4.1318693,36.714043,-9.861125,74.913475,-8.1444054,65.251488,-15.964285,21.879133
3600120000,-8.0921974,15.171433,-8.1068125,52.741253,-7.0471644,53.331169,-17.718649,146.86086
3630118500,-17.980932,-9.5535688,-7.0895267,36.769135,-6.4751983,40.657326,-9.8983068,139.81306
3660117000,-18.685472,155.54179,-6.3114195,23.25485,-6.351366,28.306322,-7.1388059,127.52537
3690115500,-11.475177,133.86288,-5.9322166,14.330678,-7.1461239,16.443237,-6.3089714,111.38141
3720114000,-7.8865876,123.48348,-4.8530178,-2.2120845,-6.3139067,11.215693,-5.3961606,111.88409
3750112500,-6.7123094,109.97619,-4.5802751,-13.452421,-6.4620433,1.92941,-5.0545225,102.16071
3780111000,-6.2363276,98.86245,-4.2182741,-24.339254,-6.5573239,-6.1843777,-5.049161,93.334908
3810109500,-6.1119423,88.207001,-3.7863469,-35.561062,-6.6114092,-13.97716,-5.261179,84.383522
3840108000,-6.3630228,76.633041,-3.2992294,-47.812275,-6.6906033,-21.580713,-5.6704063,74.498817
3870106500,-7.0677781,62.510662,-2.7547245,-62.092491,-6.8468351,-28.435604,-6.3153367,62.391266
3900105000,-8.4570436,41.125111,-2.1864057,-80.702271,-7.0547032,-32.544128,-7.3594913,44.448143
3930103500,-11.204149,-10.294188,-2.1719589,-110.56209,-6.2952061,-29.755754,-9.6193466,6.2721591
3960102000,-9.4253168,-130.2216,-7.6223726,-157.19685,-2.8409934,-41.855942,-13.010112,-105.5648
3990100500,-6.1750984,167.08591,-15.902953,-83.744247,-2.3448434,-71.035217,-9.1345892,171.4879
4020099000,-4.7018147,144.63936,-9.4189692,-90.094505,-3.3661382,-93.551231,-6.6659765,147.30612
4050097500,-3.0462894,130.37288,-8.6538267,-111.23109,-5.0319223,-114.84828,-4.3946218,133.5387
4080096000,-1.4253711,114.073,-10.721515,-133.05614,-8.3002291,-138.05444,-2.332901,118.24652
4110094500,-0.41109955,92.969978,-19.221222,-141.80663,-18.101271,-160.67255,-0.96015048,98.472801
4140093000,-0.75941461,68.083847,-14.19089,-41.24234,-13.752519,-26.908468,-0.94487858,75.167618
4170091500,-3.1095986,45.485424,-6.784574,-64.065132,-6.179461,-56.934303,-2.8159726,54.12994
4200090000,-7.3649311,35.741779,-4.1889086,-90.184914,-3.7705784,-85.150009,-6.2688074,44.352703
4230088500,-11.457377,52.729427,-3.3416638,-111.94962,-3.111094,-108.18587,-9.6174717,53.656578
4260087000,-10.741313,79.051559,-3.2035973,-129.64096,-3.1415541,-126.96162,-10.0264,72.6707
4290085500,-8.3269033,85.351135,-3.3653309,-144.36479,-3.4519556,-142.74719,-8.4992657,80.857193
4320084000,-6.5458002,82.161972,-3.6448343,-157.00177,-3.8671749,-156.47836,-7.0112457,79.975006
4350082500,-5.3430471,75.88665,-3.9664876,-168.11885,-4.3152227,-168.78737,-5.8921876,75.291191
4380081000,-4.513577,68.530228,-4.2899938,-178.15492,-4.7558627,179.93649,-5.0654073,69.073677
4410079500,-3.9270585,60.744602,-4.5923424,172.61288,-5.176291,169.38289,-4.4403009,62.299541
4440078000,-3.5043416,52.79562,-4.8713188,164.01976,-5.5726714,159.37218,-3.9552486,55.305271
4470076500,-3.1982372,44.770363,-5.1190858,155.88124,-5.9366589,149.75032,-3.5808165,48.263
4500075000,-2.9686992,36.731243,-5.3308949,148.06134,-6.2699237,140.39063,-3.2976787,41.133945
4530073500,-2.8345613,28.674849,-5.5256457,140.47595,-6.5880308,131.22348,-3.0857716,33.887997
4560072000,-2.752007,20.609869,-5.6955256,133.00923,-6.8910718,122.1414,-2.9464135,26.379864
4590070500,-2.6820483,12.755901,-5.8256369,125.6444,-7.1468577,113.16286,-2.8662031,18.566494
4620069000,-2.6691418,4.9623337,-5.9601951,118.24229,-7.3966832,104.02361,-2.8295264,10.441901
4650067500,-2.6483026,-2.4316108,-6.0870972,111.0405,-7.6634603,94.875,-2.805198,2.0150995
4680066000,-2.5878024,-9.7815208,-6.161727,104.09577,-7.9201355,86.055801,-2.7723682,-6.8694091
4710064500,-2.5058956,-17.376337,-6.1692595,96.892754,-8.1115742,77.124863,-2.7467265,-16.119362
4740063000,-2.4576588,-25.145803,-6.1679826,89.545113,-8.301177,68.091705,-2.7163453,-25.450794
4770061500,-2.4303281,-32.924835,-6.1602325,82.071236,-8.4870977,58.960468,-2.6728637,-34.860577
4800060000,-2.4205272,-40.688324,-6.1409354,74.563118,-8.6721392,49.854866,-2.625545,-44.23864
4830058500,-2.4154735,-48.435555,-6.1124802,67.011955,-8.8645344,40.77494,-2.5819616,-53.572968
4860057000,-2.4217198,-56.110428,-6.0701437,59.405079,-9.0534592,31.747337,-2.5519249,-62.875458
4890055500,-2.433964,-63.770969,-6.0277724,51.771507,-9.2536774,22.795551,-2.5328419,-72.143005
4920054000,-2.4518418,-71.367828,-5.9887857,44.117348,-9.4655867,13.978475,-2.5275733,-81.412712
4950052500,-2.473536,-78.915688,-5.9503646,36.44305,-9.6902761,5.302074,-2.5289576,-90.615791
4980051000,-2.498143,-86.387917,-5.9112506,28.753119,-9.9187393,-3.1802213,-2.5313301,-99.714966
5010049500,-2.5413492,-93.83316,-5.8713708,21.047028,-10.146663,-11.464912,-2.5334198,-108.66473
5040048000,-2.5956049,-101.34551,-5.8196135,13.417103,-10.359003,-19.440214,-2.530097,-117.28288
5070046500,-2.6536808,-108.88787,-5.7627273,5.7755103,-10.55869,-27.205898,-2.5237596,-125.54363
5100045000,-2.7170751,-116.46513,-5.7026119,-1.855471,-10.736607,-34.754047,-2.519486,-133.3847
5130043500,-2.7831476,-124.05907,-5.6326599,-9.5088415,-10.890422,-42.101715,-2.5240865,-140.81485
5160042000,-2.8541675,-131.62912,-5.5514712,-17.188404,-11.009254,-49.308853,-2.5460539,-147.90546
5190040500,-2.9281971,-139.18703,-5.4601493,-24.85673,-11.089315,-56.380909,-2.5840576,-154.71025
5220039000,-3.002202,-146.73372,-5.3527918,-32.565693,-11.127559,-63.305283,-2.6491063,-161.34732
5250037500,-3.0921509,-154.25453,-5.2229023,-40.306431,-11.118324,-70.203262,-2.7370205,-167.91776
5280036000,-3.1990209,-161.8102,-5.0761781,-48.050926,-11.059011,-77.045105,-2.8526006,-174.48994
5310034500,-3.3272102,-169.46826,-4.8956685,-55.812939,-10.938245,-83.869026,-2.9981015,178.93524
5340033000,-3.4774265,-177.20006,-4.6584392,-63.761169,-10.740614,-90.900795,-3.1675737,172.37747
5370031500,-3.650136,174.81012,-4.3824139,-72.060333,-10.494325,-98.275703,-3.3556793,165.80872
5400030000,-3.8765664,166.3485,-4.0791802,-80.683067,-10.20701,-105.9263,-3.5762224,159.09816
5430028500,-4.1922188,157.24968,-3.7243357,-89.698326,-9.8634834,-113.8282,-3.8671527,152.19511
5460027000,-4.6270638,147.24577,-3.3134754,-99.332245,-9.4521418,-122.19707,-4.2726569,145.03081
5490025500,-5.2471752,135.89699,-2.8497486,-109.81211,-8.9728947,-131.16023,-4.8666487,137.44698
5520024000,-6.1463513,122.55384,-2.3402238,-121.46779,-8.4228706,-140.93027,-5.7785468,129.203
5550022500,-7.5087924,105.82126,-1.8255564,-134.72581,-7.8137097,-151.85391,-7.2462206,119.92818
5580021000,-9.6152763,82.604507,-1.3775014,-150.05254,-7.1868787,-164.25015,-9.7977543,109.41979
5610019500,-12.490924,43.966545,-1.1244298,-167.83374,-6.6096354,-178.51091,-15.146878,98.15934
5640018000,-13.078332,-19.592833,-1.2846272,171.94432,-6.2151084,165.22963,-35.414253,-140.06036
5670016500,-9.363493,-72.081459,-2.1125,150.29718,-6.1655397,147.3833,-13.030931,-119.72091
5700015000,-6.070498,-104.09202,-3.7664118,129.56967,-6.5765414,129.20953,-7.5073242,-135.24184
5730013500,-4.0060892,-126.65495,-6.1376371,112.69967,-7.4015369,112.23006,-4.7403421,-150.3419
5760012000,-2.7578852,-143.70493,-8.8360252,101.66785,-8.4770041,97.262878,-3.2210333,-163.49614
5790010500,-1.970888,-157.06984,-11.368887,96.443428,-9.6371984,84.36692,-2.341857,-174.61089
5820009000,-1.4575096,-167.99911,-13.376728,95.132095,-10.786128,73.248795,-1.7945671,176.01715
5850007500,-1.1063244,-177.40268,-14.792697,95.092453,-11.885651,63.555191,-1.4419767,168.02757
5880006000,-0.84230077,174.56326,-15.739297,94.517731,-12.876914,54.90733,-1.2052042,161.0934
5910004500,-0.64464241,167.50331,-16.395372,92.888756,-13.734362,47.174969,-1.0371521,154.96802
5940003000,-0.48361048,161.15086,-16.872236,90.060196,-14.452644,39.936661,-0.9202562,149.42696
5970001500,-0.36390364,155.26581,-17.244915,86.36953,-15.0342,33.120533,-0.83788764,144.30748
6000000000,-0.27021733,149.73015,-17.548946,82.075562,-15.496873,26.760479,-0.78612953,139.4639
END

