!CSV A.01.01
!Keysight Technologies,P9374A,MY57211795,A.19.30.04
!Date: Tuesday, October 14, 2025 14:02:15
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S21(DB),S21(DEG),S12(DB),S12(DEG),S22(DB),S22(DEG)
3270136500,-0.24191903,-3.6814187,-13.8313,18.021889,-13.833138,17.925198,-0.25988379,-143.05309
3300135000,-0.20617747,-8.3066282,-14.769669,12.342882,-14.769739,12.218328,-0.20240737,-149.61102
3330133500,-0.17848839,-12.755261,-15.688251,6.9147873,-15.693057,6.7871251,-0.16043289,-155.88431
3360132000,-0.15902644,-17.035934,-16.596123,1.6325698,-16.593237,1.5265898,-0.13000676,-161.90688
3390130500,-0.14305297,-21.205374,-17.483913,-3.4827895,-17.483191,-3.5693183,-0.11343607,-167.72429
3420129000,-0.13397159,-25.260754,-18.356512,-8.4024591,-18.355894,-8.5167198,-0.10921359,-173.39934
3450127500,-0.12782016,-29.251966,-19.219049,-13.233464,-19.213787,-13.342729,-0.11412803,-178.93434
3480126000,-0.12394938,-33.139683,-20.06798,-17.876507,-20.075804,-18.033905,-0.12286492,175.6275
3510124500,-0.12508419,-36.948204,-20.922853,-22.402908,-20.921406,-22.521025,-0.13552108,170.26932
3540123000,-0.12627713,-40.678497,-21.773157,-26.834106,-21.766071,-26.954809,-0.14729804,165.0144
3570121500,-0.1275056,-44.304424,-22.601908,-31.112146,-22.59137,-31.233633,-0.15482087,159.87181
3600120000,-0.12763222,-47.821327,-23.425459,-35.223404,-23.422211,-35.38213,-0.16010951,154.86153
3630118500,-0.12702419,-51.250916,-24.256329,-39.315228,-24.250885,-39.377594,-0.16001631,149.99011
3660117000,-0.12712468,-54.588947,-25.06225,-43.269566,-25.055208,-43.337254,-0.1600257,145.23993
3690115500,-0.12270888,-57.855038,-25.857384,-47.11718,-25.847387,-47.227818,-0.16315386,140.64784
3720114000,-0.12080461,-61.049973,-26.63825,-51.005974,-26.633179,-51.124557,-0.16827452,136.14589
3750112500,-0.1181752,-64.202118,-27.421637,-54.81139,-27.414791,-54.930271,-0.18031991,131.71704
3780111000,-0.11399914,-67.323082,-28.183926,-58.554958,-28.186827,-58.656326,-0.19715802,127.31863
3810109500,-0.11197358,-70.410606,-28.939142,-62.392891,-28.943119,-62.50457,-0.21773849,122.95251
3840108000,-0.11183599,-73.480469,-29.681456,-66.095512,-29.68783,-66.256577,-0.23942015,118.58371
3870106500,-0.10850118,-76.496964,-30.411236,-69.732567,-30.412741,-69.766159,-0.25496069,114.23962
3900105000,-0.10796721,-79.474014,-31.12989,-73.283752,-31.143066,-73.377388,-0.26213464,109.91861
3930103500,-0.10444207,-82.386894,-31.872017,-76.622978,-31.856199,-76.811562,-0.25850442,105.67226
3960102000,-0.10320394,-85.213264,-32.57008,-80.004494,-32.580425,-80.07106,-0.24709481,101.5454
3990100500,-0.095794521,-87.967651,-33.275715,-83.235954,-33.285259,-83.420448,-0.22133669,97.524452
4020099000,-0.091065988,-90.63147,-33.988869,-86.285683,-33.99115,-86.579819,-0.19319575,93.663483
4050097500,-0.081558131,-93.204636,-34.682858,-89.406837,-34.688763,-89.530418,-0.16460842,89.962173
4080096000,-0.071032621,-95.705986,-35.382168,-92.325378,-35.362282,-92.401779,-0.14005554,86.42205
4110094500,-0.060926575,-98.152252,-36.045841,-95.119255,-36.061302,-95.299377,-0.12961629,82.935181
4140093000,-0.050999571,-100.55841,-36.735565,-98.125092,-36.740799,-98.063446,-0.12944907,79.533676
4170091500,-0.040109091,-102.93754,-37.413986,-100.89166,-37.409863,-100.93692,-0.13773829,76.175613
4200090000,-0.028828377,-105.29657,-38.044262,-103.70528,-38.052013,-103.71351,-0.16203028,72.745079
4230088500,-0.020348927,-107.64645,-38.738884,-106.99597,-38.750973,-106.63443,-0.19310644,69.274048
4260087000,-0.010995252,-110.00343,-39.407463,-109.37046,-39.373665,-109.85118,-0.21952674,65.755936
4290085500,-0.00055684289,-112.32034,-40.019135,-112.66899,-40.042839,-112.38654,-0.23824604,62.202507
4320084000,0.0099262707,-114.59887,-40.621113,-115.34664,-40.642254,-115.71153,-0.24531901,58.650883
4350082500,0.019440275,-116.8192,-41.229168,-118.12109,-41.277916,-118.65316,-0.23951615,55.18961
4380081000,0.028965369,-118.99079,-41.94791,-121.12942,-41.916462,-120.86136,-0.21929775,51.824169
4410079500,0.041450016,-121.10633,-42.461891,-123.33025,-42.491058,-123.57871,-0.19007537,48.580307
4440078000,0.053979158,-123.14898,-43.126808,-125.93059,-43.081188,-126.15667,-0.1570815,45.493382
4470076500,0.067239009,-125.15241,-43.638321,-128.075,-43.696636,-128.54843,-0.12685893,42.544739
4500075000,0.079501428,-127.10657,-44.198059,-130.96713,-44.223667,-130.60721,-0.10718336,39.682678
4530073500,0.10295679,-129.0484,-44.801437,-133.25282,-44.839211,-133.09726,-0.098348714,36.87204
4560072000,0.12538794,-130.96571,-45.303535,-135.39981,-45.269661,-135.37056,-0.10864769,34.026772
4590070500,0.13587609,-132.93109,-45.869022,-138.25435,-45.944778,-137.86362,-0.13190173,31.13871
4620069000,0.15543672,-134.87717,-46.391193,-140.27217,-46.377529,-140.11313,-0.16520317,28.147741
4650067500,0.16276595,-136.86632,-46.971405,-142.79599,-46.970234,-142.73663,-0.20292623,25.072676
4680066000,0.17627797,-138.85564,-47.53503,-145.05081,-47.560928,-145.27225,-0.23814157,21.869942
4710064500,0.17469631,-140.91379,-48.076794,-147.76588,-48.075165,-147.7502,-0.26152948,18.575022
4740063000,0.17799519,-142.93106,-48.610863,-150.60751,-48.603584,-151.35393,-0.2752102,15.317251
4770061500,0.17945145,-144.93578,-49.103828,-152.5529,-49.128212,-152.54031,-0.26355946,12.035327
4800060000,0.1796869,-146.90305,-49.646816,-155.9364,-49.55098,-155.88295,-0.23592445,8.8714066
4830058500,0.17986573,-148.86459,-50.042191,-158.54878,-50.055218,-158.93921,-0.19903104,5.7629318
4860057000,0.1782034,-150.82474,-50.574047,-160.78275,-50.621189,-159.89569,-0.15331945,2.8027928
4890055500,0.18037434,-152.73589,-51.064796,-164.28197,-51.147079,-163.16821,-0.10470723,-0.077883884
4920054000,0.18534701,-154.59883,-51.676151,-165.58633,-51.604729,-165.46062,-0.065295741,-2.8925076
4950052500,0.18765073,-156.44258,-51.942795,-167.27142,-52.062412,-167.04683,-0.035621371,-5.6843057
4980051000,0.18696296,-158.28822,-52.385666,-170.94334,-52.522766,-170.58575,-0.016379131,-8.475791
5010049500,0.18112721,-160.1973,-52.891346,-171.76338,-52.779919,-172.75661,-0.0090054814,-11.372845
5040048000,0.18545961,-162.21463,-53.256924,-175.59264,-53.278473,-176.15685,-0.010262961,-14.295079
5070046500,0.18704627,-164.27245,-53.78611,-177.63602,-53.976093,-178.76318,-0.019401576,-17.334524
5100045000,0.18894216,-166.33389,-54.126347,-179.61386,-54.049526,-178.92531,-0.026063943,-20.466097
5130043500,0.18874735,-168.40497,-54.702225,176.90768,-54.560188,176.203,-0.026364215,-23.651852
5160042000,0.18839391,-170.49202,-55.026619,175.08617,-55.102715,172.69145,-0.015500189,-26.837154
5190040500,0.18420286,-172.5481,-55.416695,172.24275,-55.328133,172.0462,0.0063839625,-30.061466
5220039000,0.18741222,-174.5779,-56.28616,169.45154,-55.826752,170.92719,0.037988253,-33.19466
5250037500,0.18439093,-176.56651,-56.558983,168.45392,-56.655602,165.81065,0.072723679,-36.272598
5280036000,0.18170914,-178.52122,-56.796749,164.87874,-56.925816,162.53954,0.11842304,-39.255829
5310034500,0.18396914,179.54692,-57.095417,162.6801,-57.065514,161.87207,0.15639669,-42.227489
5340033000,0.1876775,177.6488,-57.770962,158.85263,-57.805676,160.69112,0.19240358,-45.152317
5370031500,0.19181466,175.7746,-57.856407,156.55005,-58.094044,153.38345,0.21900438,-48.058479
5400030000,0.19532181,173.9332,-58.186317,152.59789,-58.662251,155.68875,0.23489641,-50.971565
5430028500,0.19521193,172.13322,-59.347786,152.08852,-59.057243,150.57553,0.24258983,-53.892139
5460027000,0.19809265,170.34474,-59.019402,148.37289,-59.344582,150.78799,0.24566437,-56.828484
5490025500,0.19859369,168.53523,-59.898895,145.44189,-60.118614,142.93184,0.24511148,-59.798691
5520024000,0.19530696,166.7494,-59.946522,142.79471,-60.038715,144.48872,0.24805319,-62.816048
5550022500,0.20051025,164.96527,-60.640484,142.6199,-60.246223,147.17885,0.2532821,-65.801315
5580021000,0.20072283,163.15707,-60.71307,137.40536,-60.451904,138.25142,0.26974329,-68.773354
5610019500,0.20636694,161.347,-60.997368,138.47746,-61.403053,136.03569,0.29228601,-71.726685
5640018000,0.21042764,159.58894,-61.804459,136.29462,-62.015808,137.10788,0.32161149,-74.641197
5670016500,0.21638329,157.86096,-61.688343,132.78806,-62.286461,132.52594,0.35366383,-77.551376
5700015000,0.22692105,156.187,-62.327908,130.98468,-62.754433,127.187,0.38131747,-80.42012
5730013500,0.238933,154.5838,-62.935642,134.07726,-63.237301,130.83786,0.40310773,-83.312347
5760012000,0.2544111,153.04866,-64.161591,126.61983,-62.643093,124.88337,0.42118871,-86.222252
5790010500,0.2685219,151.54681,-63.719894,117.6927,-63.372585,124.06742,0.43144506,-89.159866
5820009000,0.28327724,150.14241,-64.359314,116.90198,-63.786026,121.80753,0.43438086,-92.162254
5850007500,0.30779493,148.83746,-65.126091,121.27798,-64.260872,124.75941,0.42961842,-95.177086
5880006000,0.32665372,147.52988,-64.515022,114.56715,-64.981903,121.99927,0.42519906,-98.220863
5910004500,0.34795001,146.2016,-64.602875,118.00824,-65.1978,118.43791,0.42592615,-101.25919
5940003000,0.36550492,144.85078,-66.854828,116.56004,-65.758102,115.86591,0.4253225,-104.27322
5970001500,0.3773461,143.49644,-66.882813,119.12267,-67.05069,117.36404,0.4326857,-107.29171
6000000000,0.39363632,142.15633,-67.12384,110.74792,-66.877296,109.87297,0.45029137,-110.24008
END

