!CSV A.01.01
!Keysight Technologies,P9374A,MY57211795,A.19.30.04
!Date: Tuesday, October 14, 2025 14:31:17
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S11(DB),S11(DEG)
3540123000,-54.350224,168.82416,-54.350224,168.82416
3570121500,-53.481575,-174.32126,-53.481575,-174.32126
3600120000,-53.571148,-159.43593,-53.571148,-159.43593
3630118500,-53.2015,-142.11339,-53.2015,-142.11339
3660117000,-52.950222,-128.35664,-52.950222,-128.35664
3690115500,-52.955173,-111.34471,-52.955173,-111.34471
3720114000,-53.39904,-98.301376,-53.39904,-98.301376
3750112500,-53.959267,-85.856552,-53.959267,-85.856552
3780111000,-54.319859,-73.418915,-54.319859,-73.418915
3810109500,-54.840683,-62.264477,-54.840683,-62.264477
3840108000,-54.930645,-52.089405,-54.930645,-52.089405
3870106500,-55.51067,-44.795265,-55.51067,-44.795265
3900105000,-55.468899,-38.442951,-55.468899,-38.442951
3930103500,-54.743771,-30.483763,-54.743771,-30.483763
3960102000,-54.63406,-24.542051,-54.63406,-24.542051
3990100500,-53.624893,-14.395198,-53.624893,-14.395198
4020099000,-53.098587,-2.2609124,-53.098587,-2.2609124
4050097500,-52.579391,12.20948,-52.579391,12.20948
4080096000,-51.903881,28.071718,-51.903881,28.071718
4110094500,-51.42308,44.082359,-51.42308,44.082359
4140093000,-51.498703,59.478546,-51.498703,59.478546
4170091500,-51.142124,78.494392,-51.142124,78.494392
4200090000,-51.005398,94.3657,-51.005398,94.3657
4230088500,-51.332855,112.35155,-51.332855,112.35155
4260087000,-51.714085,129.94797,-51.714085,129.94797
4290085500,-51.927551,147.47249,-51.927551,147.47249
4320084000,-52.694458,162.98473,-52.694458,162.98473
4350082500,-52.476131,176.73904,-52.476131,176.73904
4380081000,-52.584843,-173.4248,-52.584843,-173.4248
4410079500,-52.151463,-160.55931,-52.151463,-160.55931
4440078000,-51.938175,-158.66565,-51.938175,-158.66565
4470076500,-51.063896,-162.40215,-51.063896,-162.40215
4500075000,-50.599064,-164.16608,-50.599064,-164.16608
4530073500,-51.83514,-163.82977,-51.83514,-163.82977
4560072000,-52.061573,-159.2681,-52.061573,-159.2681
4590070500,-51.994812,-148.3195,-51.994812,-148.3195
4620069000,-52.286816,-132.49799,-52.286816,-132.49799
4650067500,-52.242935,-118.74034,-52.242935,-118.74034
4680066000,-52.818764,-96.582458,-52.818764,-96.582458
4710064500,-52.984783,-75.344376,-52.984783,-75.344376
4740063000,-53.073669,-55.028355,-53.073669,-55.028355
4770061500,-52.786396,-37.956928,-52.786396,-37.956928
4800060000,-53.261868,-17.255419,-53.261868,-17.255419
4830058500,-53.77367,-1.8185477,-53.77367,-1.8185477
4860057000,-54.330715,15.007915,-54.330715,15.007915
4890055500,-55.117199,36.523117,-55.117199,36.523117
4920054000,-56.064095,48.872066,-56.064095,48.872066
4950052500,-56.385582,68.091888,-56.385582,68.091888
4980051000,-56.660007,79.923103,-56.660007,79.923103
5010049500,-57.289764,89.551491,-57.289764,89.551491
5040048000,-57.288677,97.111183,-57.288677,97.111183
5070046500,-57.270317,113.08921,-57.270317,113.08921
5100045000,-56.205368,118.11688,-56.205368,118.11688
5130043500,-55.160942,132.27632,-55.160942,132.27632
5160042000,-54.69577,143.09464,-54.69577,143.09464
5190040500,-54.110062,158.35866,-54.110062,158.35866
5220039000,-52.96067,175.7529,-52.96067,175.7529
5250037500,-52.658028,-170.38751,-52.658028,-170.38751
5280036000,-52.186771,-154.61656,-52.186771,-154.61656
5310034500,-52.010372,-139.1917,-52.010372,-139.1917
5340033000,-51.819382,-124.5419,-51.819382,-124.5419
5370031500,-51.551075,-108.40245,-51.551075,-108.40245
5400030000,-51.529114,-94.895485,-51.529114,-94.895485
5430028500,-51.758904,-80.157913,-51.758904,-80.157913
5460027000,-51.960602,-65.731453,-51.960602,-65.731453
5490025500,-52.089062,-52.656567,-52.089062,-52.656567
5520024000,-52.800251,-38.534199,-52.800251,-38.534199
5550022500,-53.464638,-30.052864,-53.464638,-30.052864
5580021000,-53.50156,-17.570345,-53.50156,-17.570345
5610019500,-53.73806,-10.308915,-53.73806,-10.308915
5640018000,-53.726097,-2.8026166,-53.726097,-2.8026166
5670016500,-52.977806,6.8030543,-52.977806,6.8030543
5700015000,-52.634464,14.977283,-52.634464,14.977283
5730013500,-51.732376,27.004726,-51.732376,27.004726
5760012000,-51.355671,42.493187,-51.355671,42.493187
5790010500,-50.883312,57.058147,-50.883312,57.058147
5820009000,-50.361904,71.521378,-50.361904,71.521378
5850007500,-50.006733,86.73719,-50.006733,86.73719
5880006000,-49.736797,105.66934,-49.736797,105.66934
5910004500,-49.432045,119.82604,-49.432045,119.82604
5940003000,-49.759983,136.79716,-49.759983,136.79716
5970001500,-50.0369,152.22986,-50.0369,152.22986
6000000000,-50.10508,164.15869,-50.10508,164.15869
END

