!CSV A.01.01
!Keysight Technologies,P9374A,MY57211795,A.19.30.04
!Date: Tuesday, October 14, 2025 14:29:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S11(DB),S11(DEG)
1020249000,-31.308464,172.15831,-31.308464,172.15831
1050247500,-31.148432,96.90966,-31.148432,96.90966
1080246000,-27.492825,46.576801,-27.492825,46.576801
1110244500,-24.917273,12.95218,-24.917273,12.95218
1140243000,-23.559395,-14.806375,-23.559395,-14.806375
1170241500,-23.17506,-40.342983,-23.17506,-40.342983
1200240000,-23.673363,-65.03627,-23.673363,-65.03627
1230238500,-25.120108,-89.81472,-25.120108,-89.81472
1260237000,-27.816332,-116.63585,-27.816332,-116.63585
1290235500,-32.621609,-148.57814,-32.621609,-148.57814
1320234000,-40.900581,139.21893,-40.900581,139.21893
1350232500,-35.376274,38.504547,-35.376274,38.504547
1380231000,-30.326962,2.4261112,-30.326962,2.4261112
1410229500,-27.901417,-23.73078,-27.901417,-23.73078
1440228000,-26.886204,-47.366055,-26.886204,-47.366055
1470226500,-26.898952,-70.115379,-26.898952,-70.115379
1500225000,-27.803791,-92.633385,-27.803791,-92.633385
1530223500,-29.662767,-115.95559,-29.662767,-115.95559
1560222000,-32.715466,-142.25375,-32.715466,-142.25375
1590220500,-37.417576,-178.60213,-37.417576,-178.60213
1620219000,-41.348499,111.2237,-41.348499,111.2237
1650217500,-37.930435,48.035439,-37.930435,48.035439
1680216000,-34.58429,16.628775,-34.58429,16.628775
1710214500,-32.718864,-4.9552193,-32.718864,-4.9552193
1740213000,-31.854111,-22.794537,-31.854111,-22.794537
1770211500,-31.717342,-39.244705,-31.717342,-39.244705
1800210000,-32.331299,-55.905643,-32.331299,-55.905643
1830208500,-33.910847,-74.517593,-33.910847,-74.517593
1860207000,-37.141163,-98.911041,-37.141163,-98.911041
1890205500,-43.256248,-152.30296,-43.256248,-152.30296
1920204000,-39.494934,109.07872,-39.494934,109.07872
1950202500,-32.80769,71.502037,-32.80769,71.502037
1980201000,-28.73056,47.285122,-28.73056,47.285122
2010199500,-26.08288,25.635088,-26.08288,25.635088
2040198000,-24.397547,4.6282449,-24.397547,4.6282449
2070196500,-23.499321,-16.37747,-23.499321,-16.37747
2100195000,-23.335119,-37.97448,-23.335119,-37.97448
2130193500,-23.97452,-60.311935,-23.97452,-60.311935
2160192000,-25.652637,-84.589279,-25.652637,-84.589279
2190190500,-28.954027,-114.17712,-28.954027,-114.17712
2220189000,-34.908463,-166.66513,-34.908463,-166.66513
2250187500,-33.480289,91.754494,-33.480289,91.754494
2280186000,-27.197018,45.800358,-27.197018,45.800358
2310184500,-23.495167,17.256413,-23.495167,17.256413
2340183000,-21.278477,-7.2856059,-21.278477,-7.2856059
2370181500,-20.023844,-30.599527,-20.023844,-30.599527
2400180000,-19.532486,-53.486805,-19.532486,-53.486805
2430178500,-19.754944,-76.397095,-19.754944,-76.397095
2460177000,-20.738564,-99.658798,-20.738564,-99.658798
2490175500,-22.68004,-123.83707,-22.68004,-123.83707
2520174000,-26.099798,-151.13005,-26.099798,-151.13005
2550172500,-32.404362,167.23936,-32.404362,167.23936
2580171000,-35.299881,56.852867,-35.299881,56.852867
2610169500,-28.03474,0.37819633,-28.03474,0.37819633
2640168000,-24.166178,-29.175301,-24.166178,-29.175301
2670166500,-22.077879,-53.967571,-22.077879,-53.967571
2700165000,-21.063768,-77.064468,-21.063768,-77.064468
2730163500,-20.87253,-99.243126,-20.87253,-99.243126
2760162000,-21.424761,-121.07234,-21.424761,-121.07234
2790160500,-22.793465,-143.04999,-22.793465,-143.04999
2820159000,-25.201843,-165.78687,-25.201843,-165.78687
2850157500,-29.342257,167.90703,-29.342257,167.90703
2880156000,-37.365257,120.04433,-37.365257,120.04433
2910154500,-35.906452,0.26115543,-35.906452,0.26115543
2940153000,-29.082701,-39.325523,-29.082701,-39.325523
2970151500,-25.60947,-63.602032,-25.60947,-63.602032
3000150000,-23.643942,-84.542282,-23.643942,-84.542282
3030148500,-22.56735,-104.31894,-22.56735,-104.31894
3060147000,-22.166525,-123.59394,-22.166525,-123.59394
3090145500,-22.331858,-142.8714,-22.331858,-142.8714
3120144000,-23.104031,-162.65039,-23.104031,-162.65039
3150142500,-24.602083,176.66493,-24.602083,176.66493
3180141000,-27.140263,154.31718,-27.140263,154.31718
3210139500,-31.586126,126.17217,-31.586126,126.17217
3240138000,-39.385986,59.75367,-39.385986,59.75367
3270136500,-33.886475,-41.321503,-33.886475,-41.321503
3300135000,-28.087593,-76.897034,-28.087593,-76.897034
3330133500,-24.863739,-103.15016,-24.863739,-103.15016
3360132000,-22.974581,-127.47235,-22.974581,-127.47235
3390130500,-21.992992,-151.86813,-21.992992,-151.86813
3420129000,-21.761036,-176.7897,-21.761036,-176.7897
3450127500,-22.266243,157.20659,-22.266243,157.20659
3480126000,-23.56312,128.45453,-23.56312,128.45453
3510124500,-25.789446,93.504944,-25.789446,93.504944
3540123000,-28.537411,44.351704,-28.537411,44.351704
3570121500,-28.664478,-22.054531,-28.664478,-22.054531
3600120000,-25.450808,-75.757957,-25.450808,-75.757957
3630118500,-22.443287,-114.28939,-22.443287,-114.28939
3660117000,-20.345392,-146.22914,-20.345392,-146.22914
3690115500,-19.032406,-175.83493,-19.032406,-175.83493
3720114000,-18.37512,155.14203,-18.37512,155.14203
3750112500,-18.30588,125.92875,-18.30588,125.92875
3780111000,-18.792297,95.676041,-18.792297,95.676041
3810109500,-19.819107,63.051472,-19.819107,63.051472
3840108000,-21.319933,25.706944,-21.319933,25.706944
3870106500,-22.883327,-19.480133,-22.883327,-19.480133
3900105000,-23.358202,-72.232872,-23.358202,-72.232872
3930103500,-22.146618,-123.14872,-22.146618,-123.14872
3960102000,-20.34552,-165.68082,-20.34552,-165.68082
3990100500,-18.842312,157.97279,-18.842312,157.97279
4020099000,-17.874825,124.83486,-17.874825,124.83486
4050097500,-17.43582,93.086426,-17.43582,93.086426
4080096000,-17.499554,61.342941,-17.499554,61.342941
4110094500,-18.010902,28.624352,-18.010902,28.624352
4140093000,-18.917486,-6.6148934,-18.917486,-6.6148934
4170091500,-20.01952,-46.549629,-20.01952,-46.549629
4200090000,-20.836737,-91.520004,-20.836737,-91.520004
4230088500,-20.809145,-139.1049,-20.809145,-139.1049
4260087000,-20.010237,176.11859,-20.010237,176.11859
4290085500,-19.028353,136.33653,-19.028353,136.33653
4320084000,-18.309696,100.47683,-18.309696,100.47683
4350082500,-18.025154,66.989449,-18.025154,66.989449
4380081000,-18.226578,34.311237,-18.226578,34.311237
4410079500,-18.914608,1.1555297,-18.914608,1.1555297
4440078000,-20.060333,-33.945419,-20.060333,-33.945419
4470076500,-21.478138,-73.254295,-21.478138,-73.254295
4500075000,-22.630316,-118.53743,-22.630316,-118.53743
4530073500,-22.759779,-166.74788,-22.759779,-166.74788
4560072000,-21.967405,149.17268,-21.967405,149.17268
4590070500,-21.052797,111.25623,-21.052797,111.25623
4620069000,-20.524746,77.358513,-20.524746,77.358513
4650067500,-20.604584,44.895103,-20.604584,44.895103
4680066000,-21.372084,12.929198,-21.372084,12.929198
4710064500,-22.859184,-20.908724,-22.859184,-20.908724
4740063000,-25.092121,-60.883781,-25.092121,-60.883781
4770061500,-27.147345,-113.07682,-27.147345,-113.07682
4800060000,-26.840334,-172.24794,-26.840334,-172.24794
4830058500,-24.621521,140.88504,-24.621521,140.88504
4860057000,-22.688496,106.09283,-22.688496,106.09283
4890055500,-21.522078,77.639969,-21.522078,77.639969
4920054000,-21.1157,53.037216,-21.1157,53.037216
4950052500,-21.450378,30.947416,-21.450378,30.947416
4980051000,-22.553398,11.061941,-22.553398,11.061941
5010049500,-24.540514,-6.3709373,-24.540514,-6.3709373
5040048000,-27.814529,-19.199303,-27.814529,-19.199303
5070046500,-32.987774,-18.658932,-32.987774,-18.658932
5100045000,-36.953613,24.453583,-36.953613,24.453583
5130043500,-32.403568,55.129139,-32.403568,55.129139
5160042000,-28.748169,54.582481,-28.748169,54.582481
5190040500,-26.500032,48.045483,-26.500032,48.045483
5220039000,-24.949089,40.376827,-24.949089,40.376827
5250037500,-23.760204,31.935059,-23.760204,31.935059
5280036000,-22.792267,22.437468,-22.792267,22.437468
5310034500,-22.051273,11.357358,-22.051273,11.357358
5340033000,-21.708006,-1.5894201,-21.708006,-1.5894201
5370031500,-21.896156,-16.265671,-21.896156,-16.265671
5400030000,-22.794704,-32.770351,-22.794704,-32.770351
5430028500,-24.863197,-51.135136,-24.863197,-51.135136
5460027000,-29.090197,-72.415932,-29.090197,-72.415932
5490025500,-41.238968,-118.09388,-41.238968,-118.09388
5520024000,-32.270241,89.374054,-32.270241,89.374054
5550022500,-25.208469,62.790707,-25.208469,62.790707
5580021000,-21.682365,40.971592,-21.682365,40.971592
5610019500,-19.685011,19.740395,-19.685011,19.740395
5640018000,-18.700659,-1.3905169,-18.700659,-1.3905169
5670016500,-18.534956,-22.472994,-18.534956,-22.472994
5700015000,-19.165277,-44.079464,-19.165277,-44.079464
5730013500,-20.798191,-67.137482,-20.798191,-67.137482
5760012000,-23.881403,-94.342499,-23.881403,-94.342499
5790010500,-29.4091,-137.94757,-29.4091,-137.94757
5820009000,-30.951771,124.84015,-30.951771,124.84015
5850007500,-24.690256,70.556664,-24.690256,70.556664
5880006000,-20.968361,40.728092,-20.968361,40.728092
5910004500,-18.873945,16.335688,-18.873945,16.335688
5940003000,-17.843952,-5.9051948,-17.843952,-5.9051948
5970001500,-17.622786,-27.241798,-17.622786,-27.241798
6000000000,-18.161831,-48.161217,-18.161831,-48.161217
END

